"","FAMNUM","SITE","FAMSIZE","TREAT","TOTFAMINC74","HHHRWRK","RACIALHH","MHETHNIC","FHETHNIC","AVGPROD","HMEVAL","VEHVAL","OTHVAL","LIQASSETS","DEBTS","PLAN","GBI_LVL_YR","GBI_MON","TAX_RATE","HH_HOURS1","HH_HOURS2","HH_HOURS3","HH_HOURS4","HH_HOURS5","HH_HOURS6","HH_HOURS7","HH_HOURS8","HH_HOURS9","HH_HOURS10","HH_HOURS11","HH_WAGE1","HH_WAGE2","HH_WAGE3","HH_WAGE4","HH_WAGE5","HH_WAGE6","HH_WAGE7","HH_WAGE8","HH_WAGE9","HH_WAGE10","HH_WAGE11","HH_WAGE0","HH_HOURS0","PAYMENT1","PAYMENT2","PAYMENT3","PAYMENT4","PAYMENT5","PAYMENT6","PAYMENT7","PAYMENT8","PAYMENT9","PAYMENT10","PAYMENT11"
"462",16102,"Winnipeg",3,5,10026,NA,0,NA,"French",NA,NA,2800,NA,0,2200,5,5800,483.333333333333,0.5,1050,444,548,396,858,236,628,336,444,803,559,235,275,275,196,360,360,360,395,395,395,395,NA,NA,365.833333333333,345.833333333333,345.833333333333,385.333333333333,303.333333333333,303.333333333333,303.333333333333,285.833333333333,285.833333333333,285.833333333333,285.833333333333
"463",16213,"Winnipeg",1,9,4771,NA,0,"Jewish",NA,NA,NA,0,NA,1000,1600,9,0,0,0,176,35,0,144,0,0,197,0,0,231,255,225,240,0,196,0,0,700,0,0,462,462,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"464",16258,"Winnipeg",7,4,7498,700,0,"English","English",10.7114285714286,19000,2300,NA,593,4600,4,4800,400,0.5,55,85,673,591,426,960,506,338,795,793,396,492,746,746,752,574,574,682,682,682,682,682,776.583333333333,58.3333333333333,154,27,27,24,113,113,59,59,59,59,59
"465",16275,"Winnipeg",1,9,4899,NA,0,NA,NA,NA,NA,0,NA,0,0,9,0,0,0,0,351,354,301,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"466",16391,"Winnipeg",1,2,11010,NA,0,"Canadian",NA,NA,NA,0,NA,250,0,2,4800,400,0.35,753,84,0,504,759,268,442,444,698,444,615,385,260,0,496,552,552,552,639,698,698,727,NA,NA,265.25,309,400,226.4,206.8,206.8,206.8,176.35,155.7,155.7,145.55
"467",16400,"Winnipeg",6,2,7812,795,0,"Canadian","Canadian",9.82641509433962,9000,600,NA,0,1510,2,4800,400,0.35,1147,97,726,573,654,807,694,779,827,609,768,358,358,434,396,420,420,470,470,470,474,523,722.416666666667,66.25,274.7,274.7,248.1,261.4,253,253,235.5,235.5,235.5,234.1,216.95
"468",16493,"Winnipeg",2,3,8165,NA,0,NA,"Finnish",NA,NA,0,NA,1000,0,3,3800,316.666666666667,0.5,966,492,379,591,291,791,478,483,862,380,632,251,235,277,196,277,343,343,395,399,399,399,NA,NA,191.166666666667,199.166666666667,178.166666666667,218.666666666667,178.166666666667,145.166666666667,145.166666666667,119.166666666667,117.166666666667,117.166666666667,117.166666666667
"469",16497,"Winnipeg",7,9,6335,700,0,NA,NA,9.05,NA,0,NA,200,950,9,0,0,0,48,5,272,372,283,777,396,639,567,96,32,481,525,525,496,575,620,670,670,746,746,782,667.333333333333,58.3333333333333,0,0,0,0,0,0,0,0,0,0,0
"470",16501,"Winnipeg",2,7,19806,750,0,"English","English",26.408,NA,3300,NA,3200,2233,7,4800,400,0.75,2567,72,855,1266,1108,379,472,892,238,261,881,702,340,559,808,850,850,890,890,440,801,801,787.083333333333,62.5,0,145,0,0,0,0,0,0,70,0,0
"471",16562,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",16647,"Winnipeg",4,4,9717,NA,0,NA,NA,NA,NA,1100,NA,450,2397,4,4800,400,0.5,864,28,727,617,454,853,348,597,488,821,441,261,264,291,296,280,292,335,346,475,425,375,NA,NA,269.5,268,254.5,252,260,254,232.5,227,162.5,187.5,212.5
"473",16666,"Winnipeg",1,4,23711,NA,1,"Chinese",NA,NA,NA,0,NA,400,800,4,4800,400,0.5,900,470,315,495,422,862,307,502,593,624,997,462,517,517,542,598,721,721,757,835,873,900,NA,NA,169,141.5,141.5,129,101,39.5,39.5,21.5,0,0,0
"474",16673,"Winnipeg",4,9,9256,620,0,"French","French",14.9290322580645,25000,0,NA,NA,4466,9,0,0,0,857,163,914,798,870,1236,786,710,0,521,691,639,712,786,785,850,880,860,939,625,625,625,579.333333333333,51.6666666666667,0,0,0,0,0,0,0,0,0,0,0
"475",16678,"Winnipeg",2,8,13547,440,0,NA,NA,30.7886363636364,NA,200,NA,1600,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,36.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",16687,"Winnipeg",1,2,10840,NA,0,NA,"Ukrainian",NA,NA,0,NA,455,1200,2,4800,400,0.35,909,107,608,535,352,822,439,725,764,761,510,210,241,252,269,69,331,331,347,451,451,451,NA,NA,326.5,315.65,311.8,305.85,375.85,284.15,284.15,278.55,242.15,242.15,242.15
"477",16702,"Winnipeg",3,1,10934,800,0,"English","German",13.6675,NA,2100,NA,150,2200,1,3800,316.666666666667,0.35,74,0,0,421,211,194,286,384,144,235,0,457,0,0,533,575,509,514,534,212,246,0,758.333333333333,66.6666666666667,156.716666666667,316.666666666667,316.666666666667,130.116666666667,115.416666666667,138.516666666667,136.766666666667,129.766666666667,242.466666666667,230.566666666667,316.666666666667
"478",16727,"Winnipeg",2,1,8861,NA,0,NA,"Polish",NA,NA,0,NA,100,990,1,3800,316.666666666667,0.35,1177,71,912,416,936,272,540,328,640,864,840,309,336,353,296,394,396,396,446,448,448,468,NA,NA,208.516666666667,199.066666666667,193.116666666667,213.066666666667,178.766666666667,178.066666666667,178.066666666667,160.566666666667,159.866666666667,159.866666666667,152.866666666667
"479",16741,"Winnipeg",9,9,2790,NA,1,NA,"Native Indian band",NA,NA,0,NA,40,272,9,0,0,0,1109,429,688,720,640,408,520,440,568,765,816,237,267,261,337,337,337,404,537,537,537,602,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"480",16745,"Winnipeg",4,9,13181,815,0,"Canadian","Canadian",16.1730061349693,NA,4000,NA,25000,7000,9,0,0,0,2128,108,472,675,484,904,483,523,961,493,1132,640,419,419,447,447,776,491,563,605,635,1112,757.5,67.9166666666667,0,0,0,0,0,0,0,0,0,0,0
"481",16747,"Winnipeg",1,6,0,NA,0,"German",NA,NA,NA,3000,NA,5000,5000,6,3800,316.666666666667,0.75,0,0,0,0,272,672,560,480,664,624,728,0,315,0,0,375,437,437,437,0,187,187,NA,NA,316.666666666667,80.4166666666667,316.666666666667,316.666666666667,35.4166666666667,0,0,0,316.666666666667,176.416666666667,176.416666666667
"482",16757,"Winnipeg",5,6,8658,705,0,"Italian","Italian",12.2808510638298,26000,2000,NA,0,0,6,3800,316.666666666667,0.75,1081,161,458,1394,1261,440,1147,876,797,991,1688,825,870,900,892,1055,1055,1195,1195,1271,1360,1360,500,58.75,0,0,0,0,0,0,0,0,0,0,0
"483",16761,"Winnipeg",3,9,NA,560,0,NA,NA,NA,NA,0,NA,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",16827,"Winnipeg",1,3,0,NA,0,NA,"English",NA,NA,0,NA,1000,1400,3,3800,316.666666666667,0.5,0,466,285,278,399,682,517,458,630,555,908,0,280,280,344,357,390,390,405,433,473,490,NA,NA,316.666666666667,176.666666666667,176.666666666667,144.666666666667,138.166666666667,121.666666666667,121.666666666667,114.166666666667,100.166666666667,80.1666666666667,71.6666666666667
"485",16862,"Winnipeg",1,1,11299,NA,1,NA,"Philippine",NA,NA,0,NA,30,900,1,3800,316.666666666667,0.35,1686,454,498,360,849,336,472,432,936,676,836,215,230,230,196,260,260,260,295,295,295,295,NA,NA,241.416666666667,236.166666666667,236.166666666667,248.066666666667,225.666666666667,225.666666666667,225.666666666667,213.416666666667,213.416666666667,213.416666666667,213.416666666667
"486",16883,"Winnipeg",1,4,4493,NA,0,NA,NA,NA,NA,0,NA,0,0,4,4800,400,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,400,400,400,400,400,400,400,400,400,400,400
"487",16884,"Winnipeg",1,4,3625,NA,0,NA,NA,NA,NA,0,NA,1,0,4,4800,400,0.5,0,398,240,507,86,592,459,72,413,8,0,0,200,200,199,200,287,287,287,337,337,0,NA,NA,400,300,300,300.5,300,256.5,256.5,256.5,231.5,231.5,400
"488",16893,"Winnipeg",1,4,9951,NA,0,NA,"English",NA,NA,2200,NA,50,3200,4,4800,400,0.5,1045,447,636,653,752,216,529,537,403,585,695,223,245,254,309,309,309,321,425,425,425,110,NA,NA,288.5,277.5,273,245.5,245.5,245.5,239.5,187.5,187.5,187.5,345
"489",16897,"Winnipeg",3,9,7006,775,0,"Canadian","Canadian",9.04,15000,200,NA,6178,90,9,0,0,0,788,89,513,555,440,649,397,510,776,375,660,300,300,325,324,350,350,350,375,375,375,390,499.666666666667,64.5833333333333,0,0,0,0,0,0,0,0,0,0,0
"490",16971,"Winnipeg",1,3,12430,NA,0,NA,NA,NA,NA,0,NA,1000,0,3,3800,316.666666666667,0.5,966,105,630,626,279,822,849,402,619,607,668,248,248,270,196,270,313,313,313,313,338,338,NA,NA,192.666666666667,192.666666666667,181.666666666667,218.666666666667,181.666666666667,160.166666666667,160.166666666667,160.166666666667,160.166666666667,147.666666666667,147.666666666667
"491",16977,"Winnipeg",6,8,2473,800,1,"Metis","Native Indian band",3.09125,NA,0,NA,0,2310,8,5800,483.333333333333,0.75,226,0,353,271,0,0,0,48,0,0,0,647,0,463,683,0,0,0,315,0,0,0,75,66.6666666666667,0,483.333333333333,136.083333333333,0,483.333333333333,483.333333333333,483.333333333333,247.083333333333,483.333333333333,483.333333333333,483.333333333333
"492",16994,"Winnipeg",1,6,NA,NA,1,NA,"Philippine",NA,NA,0,NA,200,0,6,3800,316.666666666667,0.75,822,494,136,217,83,0,136,320,465,1021,646,190,240,250,217,295,0,352,377,352,336,333,NA,NA,174.166666666667,136.666666666667,129.166666666667,153.916666666667,95.4166666666667,316.666666666667,52.6666666666667,33.9166666666667,52.6666666666667,64.6666666666667,66.9166666666667
"493",16996,"Winnipeg",5,6,11154,775,1,"Philippine","Philippine",14.3922580645161,17400,1500,12000,0,0,6,3800,316.666666666667,0.75,1105,657,201,262,546,779,533,556,794,413,653,245,464,398,393,430,573,573,573,646,646,646,1001.66666666667,64.5833333333333,132.916666666667,0,18.1666666666667,21.9166666666667,0,0,0,0,0,0,0
"494",16999,"Winnipeg",2,9,4282,NA,0,NA,"Canadian",NA,NA,0,NA,0,0,9,0,0,0,733,0,0,0,860,390,670,440,0,0,0,37,0,0,0,57,46,46,46,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"495",17020,"Winnipeg",3,6,NA,400,0,NA,"Canadian",NA,NA,3095,NA,7,0,6,3800,316.666666666667,0.75,0,0,42,4,0,0,0,0,0,0,0,195,0,230,196,0,0,0,0,0,0,0,99.6666666666667,33.3333333333333,170.416666666667,316.666666666667,144.166666666667,169.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667
"496",17027,"Winnipeg",2,5,5635,NA,0,NA,"English",NA,NA,0,NA,0,720,5,5800,483.333333333333,0.5,1011,508,293,414,730,688,745,550,713,667,1292,215,240,275,196,305,305,305,305,345,345,345,NA,NA,375.833333333333,363.333333333333,345.833333333333,385.333333333333,330.833333333333,330.833333333333,330.833333333333,330.833333333333,310.833333333333,310.833333333333,310.833333333333
"497",17054,"Winnipeg",3,6,6722,NA,1,NA,"West Indian",NA,NA,0,NA,0,310,6,3800,316.666666666667,0.75,430,76,158,440,344,33,440,544,976,471,416,220,240,267,296,325,270,290,310,310,340,340,NA,NA,151.666666666667,136.666666666667,116.416666666667,94.6666666666667,72.9166666666667,114.166666666667,99.1666666666667,84.1666666666667,84.1666666666667,61.6666666666667,61.6666666666667
"498",17058,"Winnipeg",1,7,11404,NA,0,NA,"Polish",NA,NA,2500,NA,264,550,7,4800,400,0.75,1188,445,589,750,616,279,443,517,510,578,383,246,258,350,459,393,379,379,457,251,457,457,NA,NA,215.5,206.5,137.5,55.75,105.25,115.75,115.75,57.25,211.75,57.25,57.25
"499",17069,"Winnipeg",4,8,7422,400,0,NA,NA,18.555,15000,NA,NA,3000,80,8,5800,483.333333333333,0.75,1160,457,560,424,496,680,832,416,712,792,384,430,445,514,396,496,501,501,555,601,601,592,745.333333333333,33.3333333333333,160.833333333333,149.583333333333,97.8333333333333,186.333333333333,111.333333333333,107.583333333333,107.583333333333,67.0833333333333,32.5833333333333,32.5833333333333,39.3333333333333
"500",17125,"Winnipeg",5,9,7449,760,0,"French","French",9.80131578947368,NA,300,NA,0,2700,9,0,0,0,1689,35,762,584,1205,402,328,650,1780,930,1746,407,407,452,396,812,915,555,1010,1034,1059,1108,621.5,63.3333333333333,0,0,0,0,0,0,0,0,0,0,0
"501",17157,"Winnipeg",1,9,3270,NA,0,"Ukrainian",NA,NA,NA,0,NA,30,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"502",17164,"Winnipeg",2,4,6876,NA,0,NA,"German",NA,NA,0,NA,1100,0,4,4800,400,0.5,891,70,748,739,238,608,0,0,0,0,221,235,255,255,196,255,300,0,0,0,0,360,NA,NA,282.5,272.5,272.5,302,272.5,250,400,400,400,400,220
"503",17179,"Winnipeg",3,9,10033,800,0,"Canadian","Canadian",12.54125,10000,1200,NA,550,1800,9,0,0,0,2190,946,932,451,466,1608,885,425,1552,976,1336,675,759,784,396,813,875,923,900,1005,1005,1033,617.416666666667,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0
"504",17186,"Winnipeg",4,4,9840,540,0,"Canadian","Canadian",18.2222222222222,NA,3200,NA,4120,5970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.25,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",17203,"Winnipeg",4,8,8620,600,0,NA,NA,14.3666666666667,32000,600,2000,NA,0,8,5800,483.333333333333,0.75,375,124,1593,837,963,315,666,404,957,641,808,643,525,585,595,505,505,505,505,692,692,735,496.666666666667,50,1.08333333333331,89.5833333333333,44.5833333333333,37.0833333333333,104.583333333333,104.583333333333,104.583333333333,104.583333333333,0,0,0
"506",17252,"Winnipeg",1,5,11375,NA,0,NA,NA,NA,NA,0,NA,350,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",17265,"Winnipeg",1,1,11095,NA,0,"Canadian",NA,NA,NA,500,NA,NA,0,1,3800,316.666666666667,0.35,0,0,128,0,0,0,0,0,0,0,0,450,0,295,0,0,0,0,0,0,0,0,NA,NA,159.166666666667,316.666666666667,213.416666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667
"508",17266,"Winnipeg",1,1,11550,NA,0,NA,NA,NA,NA,0,NA,500,850,1,3800,316.666666666667,0.35,1421,0,157,0,0,0,0,0,0,0,0,240,0,300,0,0,0,0,0,0,0,0,NA,NA,232.666666666667,316.666666666667,211.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667
"509",17283,"Winnipeg",1,2,13181,NA,0,NA,"Ukrainian",NA,NA,1200,NA,NA,1400,2,4800,400,0.35,1060,498,463,326,889,225,443,312,510,0,0,252,301,350,296,366,380,380,334,295,0,0,NA,NA,311.8,294.65,277.5,296.4,271.9,267,267,283.1,296.75,400,400
"510",17302,"Winnipeg",4,5,8713,520,0,"German","German",16.7557692307692,27000,1200,NA,2569,87,5,5800,483.333333333333,0.5,1064,88,932,670,449,943,512,496,760,552,716,600,625,726,823,893,903,528,577,577,577,625,727.833333333333,43.3333333333333,183.333333333333,170.833333333333,120.333333333333,71.8333333333333,36.8333333333333,31.8333333333333,219.333333333333,194.833333333333,194.833333333333,194.833333333333,170.833333333333
"511",17360,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",17367,"Winnipeg",2,3,6936,NA,0,NA,"Swedish",NA,NA,0,NA,250,623,3,3800,316.666666666667,0.5,1109,49,750,532,882,300,465,550,818,318,728,215,263,292,296,362,362,362,401,401,401,443,NA,NA,209.166666666667,185.166666666667,170.666666666667,168.666666666667,135.666666666667,135.666666666667,135.666666666667,116.166666666667,116.166666666667,116.166666666667,95.1666666666667
"513",17370,"Winnipeg",3,2,5080,750,0,"Ukrainian","Ukrainian",6.77333333333333,NA,0,NA,0,5500,2,4800,400,0.35,1135,0,256,544,304,848,688,400,752,464,999,244,0,350,296,350,471,471,471,509,509,509,0,62.5,314.6,400,277.5,296.4,277.5,235.15,235.15,235.15,221.85,221.85,221.85
"514",17403,"Winnipeg",1,2,25911,NA,0,"Canadian",NA,NA,NA,2800,NA,400,4550,2,4800,400,0.35,1591,68,946,512,562,1519,1169,446,636,600,1565,617,425,740,670,825,980,980,565,565,990,1234,NA,NA,184.05,251.25,141,165.5,111.25,57,57,202.25,202.25,53.5,0
"515",17427,"Winnipeg",5,5,6418,800,0,NA,NA,8.0225,22000,2300,NA,0,3200,5,5800,483.333333333333,0.5,789,441,248,560,657,851,361,720,720,495,756,330,464,456,396,477,513,554,554,599,639,626,633.333333333333,66.6666666666667,318.333333333333,251.333333333333,255.333333333333,285.333333333333,244.833333333333,226.833333333333,206.333333333333,206.333333333333,183.833333333333,163.833333333333,170.333333333333
"516",17453,"Winnipeg",1,2,14022,NA,0,NA,NA,NA,NA,0,NA,40,188,2,4800,400,0.35,1560,471,720,272,316,284,660,611,684,476,675,250,271,271,317,318,318,316,319,338,362,362,NA,NA,312.5,305.15,305.15,289.05,288.7,288.7,289.4,288.35,281.7,273.3,273.3
"517",17454,"Winnipeg",1,2,15775,NA,0,NA,NA,NA,NA,0,NA,200,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",17503,"Winnipeg",3,5,3724,NA,0,NA,NA,NA,NA,0,NA,0,0,5,5800,483.333333333333,0.5,0,453,170,328,342,784,680,144,672,447,656,0,230,255,196,255,300,325,360,360,370,370,NA,NA,483.333333333333,368.333333333333,355.833333333333,385.333333333333,355.833333333333,333.333333333333,320.833333333333,303.333333333333,303.333333333333,298.333333333333,298.333333333333
"519",17515,"Winnipeg",4,6,12799,720,0,"Italian","Italian",17.7763888888889,23000,500,NA,0,0,6,3800,316.666666666667,0.75,1732,107,1638,424,1011,467,432,552,630,204,811,656,275,819,692,912,932,580,580,650,650,1010,891.666666666667,60,0,110.416666666667,0,0,0,0,0,0,0,0,0
"520",17536,"Winnipeg",4,5,5280,800,0,"Norwegian","Canadian",6.6,NA,700,NA,500,1650,5,5800,483.333333333333,0.5,0,0,0,0,924,1194,712,1250,400,1680,1010,0,0,0,0,601,601,650,713,713,756,3460,0,66.6666666666667,483.333333333333,483.333333333333,483.333333333333,483.333333333333,182.833333333333,182.833333333333,158.333333333333,126.833333333333,126.833333333333,105.333333333333,0
"521",17550,"Winnipeg",2,4,7883,NA,0,NA,"English",NA,NA,0,NA,0,2000,4,4800,400,0.5,616,94,570,450,469,789,413,653,484,668,611,250,250,286,293,300,366,377,377,373,436,436,NA,NA,275,275,257,253.5,250,217,211.5,211.5,213.5,182,182
"522",17551,"Winnipeg",2,4,4113,NA,0,NA,"English",NA,NA,0,NA,0,0,4,4800,400,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,400,400,400,400,400,400,400,400,400,400,400
"523",17573,"Winnipeg",4,9,5649,NA,0,NA,"English",NA,NA,200,NA,172,900,9,0,0,0,0,0,0,0,357,448,462,469,658,819,819,0,0,0,0,326,326,326,360,572,619,619,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"524",17596,"Winnipeg",1,6,6941,NA,0,NA,NA,NA,NA,0,NA,780,625,6,3800,316.666666666667,0.75,0,522,241,470,892,312,330,152,294,180,296,0,252,437,437,468,468,468,468,425,425,425,NA,NA,316.666666666667,127.666666666667,0,0,0,0,0,0,0,0,0
"525",17666,"Winnipeg",1,8,13722,NA,0,NA,"Polish",NA,NA,0,NA,4000,0,8,5800,483.333333333333,0.75,994,81,491,520,568,816,400,532,532,608,712,190,182,226,196,282,282,307,322,360,360,350,NA,NA,340.833333333333,346.833333333333,313.833333333333,336.333333333333,271.833333333333,271.833333333333,253.083333333333,241.833333333333,213.333333333333,213.333333333333,220.833333333333
"526",17805,"Winnipeg",9,3,5458,775,0,"English",NA,7.04258064516129,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.666666666667,64.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",17867,"Winnipeg",2,4,10839,800,0,"Canadian","Canadian",13.54875,NA,1400,NA,0,2200,4,4800,400,0.5,1367,438,648,536,592,696,378,312,872,584,752,390,370,368,460,506,506,524,625,625,617,718,433.333333333333,66.6666666666667,205,215,216,170,147,147,138,87.5,87.5,91.5,41
"528",17890,"Winnipeg",6,4,8182,400,0,"Canadian","Canadian",20.455,NA,0,NA,0,0,4,4800,400,0.5,1202,475,480,448,360,776,600,440,1008,0,0,385,440,440,439,440,492,492,492,540,0,0,580,33.3333333333333,207.5,180,180,180.5,180,154,154,154,130,400,400
"529",17891,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",17923,"Winnipeg",1,3,13795,NA,0,NA,"Canadian",NA,NA,0,NA,600,2467,3,3800,316.666666666667,0.5,1064,18,743,465,300,759,517,420,810,300,750,0,404,450,396,450,431,431,467,540,540,557,NA,NA,316.666666666667,114.666666666667,91.6666666666667,118.666666666667,91.6666666666667,101.166666666667,101.166666666667,83.1666666666667,46.6666666666667,46.6666666666667,38.1666666666667
"531",17932,"Winnipeg",2,3,10118,800,0,"Mennonite","Mennonite",12.6475,NA,10,NA,1110,40,3,3800,316.666666666667,0.5,1246,414,424,331,272,744,680,0,463,307,0,643,402,404,374,675,400,400,400,144,144,0,248.5,66.6666666666667,0,115.666666666667,114.666666666667,129.666666666667,0,116.666666666667,116.666666666667,116.666666666667,244.666666666667,244.666666666667,316.666666666667
"532",17949,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",17982,"Winnipeg",2,1,7192,NA,0,"English",NA,NA,NA,1200,NA,NA,3500,1,3800,316.666666666667,0.35,1273,463,650,679,1001,480,900,1284,0,540,1776,540,418,417,402,0,0,0,0,0,0,0,NA,NA,127.666666666667,170.366666666667,170.716666666667,175.966666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667
"534",17983,"Winnipeg",1,1,12572,NA,0,NA,"Canadian",NA,NA,0,NA,25,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",17990,"Winnipeg",4,6,519,925,0,"Canadian","Canadian",0.561081081081081,NA,400,NA,0,3100,6,3800,316.666666666667,0.75,0,0,108,0,0,0,0,0,0,0,0,0,0,437,437,0,0,0,0,0,0,0,0,77.0833333333333,316.666666666667,316.666666666667,0,0,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667,316.666666666667
"536",18003,"Winnipeg",1,9,9548,NA,0,NA,"Icelandic",NA,NA,200,NA,330,0,9,0,0,0,504,451,259,489,425,728,502,475,589,615,644,175,263,263,286,297,335,346,346,367,392,397,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"537",18067,"Winnipeg",7,9,10079,800,0,"German","Canadian",12.59875,30000,0,NA,0,0,9,0,0,0,1284,283,730,467,1346,92,409,822,1037,445,354,617,625,665,611,475,475,595,864,974,724,724,744,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0
"538",18087,"Winnipeg",2,9,7078,NA,0,NA,"Canadian",NA,NA,0,NA,0,350,9,0,0,0,1061,442,525,618,847,345,480,266,915,355,810,260,289,289,288,349,352,352,375,375,393,393,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"539",18279,"Winnipeg",1,3,NA,NA,0,NA,NA,NA,NA,0,NA,200,273,3,3800,316.666666666667,0.5,979,363,515,467,604,704,504,457,840,760,409,225,255,300,296,325,355,355,355,380,380,380,NA,NA,204.166666666667,189.166666666667,166.666666666667,168.666666666667,154.166666666667,139.166666666667,139.166666666667,139.166666666667,126.666666666667,126.666666666667,126.666666666667
"540",18287,"Winnipeg",5,5,9349,800,0,NA,NA,11.68625,NA,0,NA,0,905,5,5800,483.333333333333,0.5,2875,422,1052,1061,1416,670,561,464,788,656,720,567,568,527,483,587,587,659,445,456,490,533,695.333333333333,66.6666666666667,199.833333333333,199.333333333333,219.833333333333,241.833333333333,189.833333333333,189.833333333333,153.833333333333,260.833333333333,255.333333333333,238.333333333333,216.833333333333
"541",18289,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",18371,"Winnipeg",2,8,17030,800,1,"West Indian","West Indian",21.2875,NA,700,NA,50,6800,8,5800,483.333333333333,0.75,2423,942,1216,965,560,1584,616,552,632,713,1385,582,640,735,734,803,853,550,550,585,585,640,829.833333333333,66.6666666666667,46.8333333333333,3.33333333333331,0,0,0,0,70.8333333333333,70.8333333333333,44.5833333333333,44.5833333333333,3.33333333333331
