"","FAMNUM","SITE","FAMSIZE","TREAT","TOTFAMINC74","HHHRWRK","RACIALHH","MHETHNIC","FHETHNIC","AVGPROD","HMEVAL","VEHVAL","OTHVAL","LIQASSETS","DEBTS"
"607",35066,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"608",35073,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"609",35077,"Dauphin",3,3,2355,NA,0,NA,NA,NA,NA,0,NA,0,0
"610",35084,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"611",35094,"Dauphin",2,3,7566,NA,0,NA,"Canadian",NA,30000,3000,NA,6550,1200
"612",35096,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"613",35099,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"614",35104,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"615",35132,"Dauphin",4,3,6458,NA,0,NA,"Scottish",NA,NA,800,NA,288,1098
"616",35158,"Dauphin",1,3,0,NA,0,NA,"English",NA,NA,0,NA,4000,0
"617",35179,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"618",35200,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"619",35216,"Dauphin",6,3,8652,850,0,"Ukrainian","Ukrainian",10.1788235294118,NA,0,NA,0,1700
"620",35233,"Dauphin",3,3,4752,900,0,"English","Ukrainian",5.28,15000,200,3400,2433,0
"621",35281,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"622",35285,"Dauphin",4,3,6285,400,0,NA,"English",15.7125,16000,100,NA,NA,0
"623",35300,"Dauphin",1,3,659,NA,0,NA,NA,NA,NA,0,NA,0,0
"624",35322,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"625",35403,"Dauphin",2,3,9199,455,0,"Ukrainian",NA,20.2175824175824,NA,1200,NA,1153,134
"626",35424,"Dauphin",3,3,3830,400,0,NA,"Ukrainian",9.575,10000,350,NA,3770,0
"627",35438,"Dauphin",4,3,5959,840,0,"English","Ukrainian",7.09404761904762,7000,1600,NA,0,4263
"628",35441,"Dauphin",3,3,8493,800,0,"English","English",10.61625,NA,2000,NA,0,3600
"629",35451,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"630",35464,"Dauphin",3,3,NA,NA,0,NA,"Ukrainian",NA,18000,2055,NA,3500,0
"631",35475,"Dauphin",1,3,10061,NA,0,NA,"Ukrainian",NA,NA,0,NA,0,30
"632",35487,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"633",35517,"Dauphin",5,3,3224,605,0,"Ukrainian","Ukrainian",5.32892561983471,14000,250,1400,NA,0
"634",35552,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"635",35578,"Dauphin",2,3,8086,920,0,"Canadian","Ukrainian",8.78913043478261,9000,250,NA,0,349
"636",35579,"Dauphin",7,3,3716,400,0,"Canadian","Canadian",9.29,NA,150,NA,1500,0
"637",35611,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"638",35617,"Dauphin",2,3,2702,NA,0,NA,NA,NA,NA,0,NA,0,562
"639",35630,"Dauphin",9,3,6889,700,0,"Ukrainian","Ukrainian",9.84142857142857,8000,1000,NA,4500,100
"640",35634,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"641",35637,"Dauphin",1,3,12084,NA,0,NA,"Ukrainian",NA,12000,1200,NA,0,12000
"642",35650,"Dauphin",2,3,5808,400,0,NA,"English",14.52,NA,400,NA,1000,0
"643",35659,"Dauphin",4,3,9114,NA,0,NA,"Scottish",NA,23000,7500,NA,8800,17000
"644",35662,"Dauphin",1,3,8466,NA,0,NA,NA,NA,NA,0,NA,0,750
"645",35664,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"646",35723,"Dauphin",1,3,1686,NA,0,NA,"English",NA,NA,0,NA,0,0
"647",35735,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"648",35738,"Dauphin",6,3,6017,580,0,"Ukrainian","English",10.3741379310345,6500,0,NA,0,0
"649",35739,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"650",35753,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"651",35774,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"652",35816,"Dauphin",4,3,9835,400,0,"Ukrainian","Ukrainian",24.5875,10000,3350,NA,0,7200
"653",35862,"Dauphin",2,3,9174,700,0,"Canadian","Norwegian",13.1057142857143,10000,0,NA,800,0
"654",35879,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"655",35889,"Dauphin",6,3,9110,750,0,"Canadian","Canadian",12.1466666666667,30000,1000,NA,10000,0
"656",35935,"Dauphin",5,3,9207,800,0,"Ukrainian","Ukrainian",11.50875,17000,400,NA,3300,2300
"657",35957,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"658",35960,"Dauphin",4,3,4811,400,0,"Canadian","Canadian",12.0275,NA,750,NA,150,3405
"659",35967,"Dauphin",4,3,6744,800,0,NA,"Ukrainian",8.43,NA,4000,NA,7,4205
"660",35982,"Dauphin",3,3,4648,NA,0,NA,"Scottish",NA,NA,0,NA,107,374
"661",35993,"Dauphin",2,3,7147,400,0,"Ukrainian","Ukrainian",17.8675,40000,400,NA,5000,0
"662",36018,"Dauphin",2,3,7471,NA,0,NA,NA,NA,NA,200,NA,0,0
"663",36020,"Dauphin",2,3,5036,1399,0,"Ukrainian","Ukrainian",3.59971408148678,NA,4500,NA,2953,10
"664",36051,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"665",36067,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"666",36084,"Dauphin",4,3,6673,840,0,"Icelandic","Icelandic",7.94404761904762,15000,1500,NA,200,2500
"667",36093,"Dauphin",1,3,2525,NA,0,NA,"Ukrainian",NA,20000,400,1200,3595,300
"668",36106,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"669",36125,"Dauphin",3,3,7920,640,0,NA,NA,12.375,NA,2900,NA,0,4557
"670",36136,"Dauphin",3,3,4738,700,0,"Metis","Metis",6.76857142857143,10000,1200,NA,0,1700
"671",36142,"Dauphin",1,3,3275,NA,0,NA,NA,NA,NA,0,NA,0,0
"672",36148,"Dauphin",5,3,6332,750,0,"German","English",8.44266666666667,NA,200,NA,0,1600
"673",36162,"Dauphin",5,3,NA,770,0,"Canadian","Metis",NA,NA,800,NA,0,1100
"674",36168,"Dauphin",2,3,3616,NA,0,NA,"Canadian",NA,NA,0,NA,0,89
"675",36178,"Dauphin",6,3,834,800,0,"Canadian","Ukrainian",1.0425,NA,1000,5500,400,10000
"676",36209,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"677",36220,"Dauphin",2,3,5839,NA,0,"Scottish",NA,NA,6000,2100,NA,2736,0
"678",36225,"Dauphin",1,3,9938,NA,0,NA,"Ukrainian",NA,NA,0,NA,2000,130
"679",36229,"Dauphin",8,3,9335,NA,0,"Ukrainian","Ukrainian",NA,18000,1200,NA,0,343
"680",36241,"Dauphin",6,3,4728,475,0,NA,NA,9.95368421052632,5000,175,NA,0,160
"681",36243,"Dauphin",1,3,4015,NA,0,NA,NA,NA,NA,0,NA,0,80
"682",36250,"Dauphin",2,3,7441,300,0,NA,NA,24.8033333333333,10000,100,NA,4000,0
"683",36253,"Dauphin",5,3,7215,930,0,"Ukrainian","Ukrainian",7.75806451612903,8000,100,NA,851,758
"684",36264,"Dauphin",1,3,982,NA,0,NA,"Canadian",NA,NA,NA,NA,0,0
"685",36275,"Dauphin",1,3,1559,NA,0,NA,NA,NA,30000,200,NA,5000,0
"686",36281,"Dauphin",5,3,5189,NA,0,NA,"Canadian",NA,NA,300,NA,0,350
"687",36287,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"688",36288,"Dauphin",5,3,3328,800,0,"English","Ukrainian",4.16,NA,500,NA,0,1500
"689",36316,"Dauphin",4,3,7422,840,0,"Ukrainian","Ukrainian",8.83571428571429,NA,500,24000,80,0
"690",36323,"Dauphin",5,3,6192,NA,1,"Other",NA,NA,NA,1800,NA,2000,0
"691",36339,"Dauphin",3,3,7541,840,0,"Canadian","Canadian",8.97738095238095,9500,1000,NA,1100,2200
"692",36350,"Dauphin",1,3,2305,NA,0,NA,"Ukrainian",NA,25000,500,NA,10000,0
"693",36360,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"694",36452,"Dauphin",2,3,0,0,0,NA,NA,0,22000,3000,NA,50000,0
"695",36459,"Dauphin",1,3,0,NA,0,"Finnish",NA,NA,NA,500,35000,1850,1200
"696",36474,"Dauphin",3,3,5137,NA,0,NA,"Canadian",NA,14000,1500,NA,1000,40
"697",36475,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"698",36477,"Dauphin",3,3,6810,815,0,"German","German",8.3558282208589,22000,3000,NA,0,2000
"699",36479,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"700",36487,"Dauphin",2,3,6737,NA,0,"Ukrainian","Ukrainian",NA,20000,1500,3000,13000,0
"701",36488,"Dauphin",3,3,17350,720,1,"Philippine","Philippine",24.0972222222222,NA,NA,NA,200,5850
"702",36495,"Dauphin",6,3,4143,NA,0,NA,"English",NA,NA,0,NA,0,350
"703",36499,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"704",36503,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"705",36510,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"706",36529,"Dauphin",1,3,4641,NA,0,NA,NA,NA,8000,0,NA,1651,0
"707",36531,"Dauphin",6,3,6427,880,0,NA,NA,7.30340909090909,20000,400,NA,0,4000
"708",36534,"Dauphin",3,3,7189,900,0,"Irish","Irish",7.98777777777778,NA,500,NA,0,900
"709",36544,"Dauphin",4,3,6430,800,0,"English","English",8.0375,NA,300,NA,0,580
"710",36584,"Dauphin",3,3,5925,400,0,"Ukrainian",NA,14.8125,16000,3822,NA,2700,0
"711",36585,"Dauphin",1,3,14796,NA,0,"Canadian",NA,NA,NA,0,NA,0,1000
"712",36614,"Dauphin",5,3,5878,400,0,"Ukrainian","Ukrainian",14.695,12000,875,NA,100,0
"713",36625,"Dauphin",1,3,2836,NA,0,"Ukrainian",NA,NA,2500,0,NA,0,0
"714",36640,"Dauphin",5,3,6496,845,0,"Canadian","Canadian",7.68757396449704,16000,500,NA,0,14700
"715",36657,"Dauphin",3,3,3199,500,0,"Metis","Metis",6.398,NA,100,NA,0,0
"716",36673,"Dauphin",4,3,10235,NA,0,NA,"German",NA,30000,2500,NA,0,1450
"717",36674,"Dauphin",2,3,0,800,0,NA,NA,0,NA,800,NA,152,0
"718",36679,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"719",36701,"Dauphin",1,3,234,NA,0,NA,"Ukrainian",NA,16000,0,NA,850,0
"720",36736,"Dauphin",6,3,6158,1000,0,"Canadian","Canadian",6.158,15000,800,NA,0,5800
"721",36744,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"722",36753,"Dauphin",4,3,4756,NA,0,NA,"Irish",NA,12000,50,NA,1250,650
"723",36799,"Dauphin",3,3,11380,960,0,"Canadian","English",11.8541666666667,26000,500,NA,4299,1950
"724",36805,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"725",36810,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"726",36811,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"727",36818,"Dauphin",6,-1,757,800,0,"Ukrainian","Ukrainian",0.94625,NA,100,NA,NA,0
"728",36819,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"729",36821,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"730",36822,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"731",36829,"Dauphin",2,3,7575,840,0,"Polish","German",9.01785714285714,18000,4000,NA,5000,100
"732",36836,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"733",36848,"Dauphin",1,3,8455,NA,0,"Canadian",NA,NA,NA,100,NA,500,0
"734",36850,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"735",36851,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"736",36861,"Dauphin",3,3,2558,NA,0,NA,"Ukrainian",NA,10000,1700,NA,5000,0
"737",36867,"Dauphin",2,3,2437,0,0,NA,NA,0,NA,600,NA,0,95
"738",36879,"Dauphin",3,3,245,800,0,"English","English",0.30625,NA,2500,NA,NA,10600
"739",36898,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"740",36900,"Dauphin",1,-1,0,NA,0,NA,NA,NA,1500,65,NA,2200,0
"741",36905,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"742",36910,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"743",36924,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"744",36925,"Dauphin",6,3,4183,400,0,"Ukrainian","Ukrainian",10.4575,NA,75,1000,600,0
"745",36937,"Dauphin",4,3,4674,840,0,"Canadian","Canadian",5.56428571428571,18000,850,NA,20,590
"746",36948,"Dauphin",4,3,7600,880,0,"Belgian/Dutch","Belgian/Dutch",8.63636363636364,7000,1525,NA,110,2075
"747",36958,"Dauphin",6,3,8398,800,0,"German","English",10.4975,9000,1350,NA,70,1000
"748",36959,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"749",36960,"Dauphin",2,3,2761,NA,0,"Polish","Ukrainian",NA,12000,400,NA,1200,0
"750",36967,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"751",36974,"Dauphin",5,3,4814,720,0,"Scottish","Scottish",6.68611111111111,6000,2000,NA,2743,495
"752",36986,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"753",37004,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"754",37007,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"755",37011,"Dauphin",2,3,12021,NA,0,"Canadian",NA,NA,NA,400,NA,400,4000
"756",37038,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"757",37039,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"758",37041,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"759",37055,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"760",37059,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"761",37090,"Dauphin",1,3,1519,NA,0,"Ukrainian",NA,NA,NA,0,NA,0,300
"762",37112,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"763",37117,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"764",37120,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"765",37121,"Dauphin",2,3,NA,0,0,NA,"Ukrainian",0,7000,3000,NA,10000,0
"766",37128,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"767",37136,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"768",37137,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"769",37148,"Dauphin",7,3,9921,800,0,"Metis","Metis",12.40125,NA,600,NA,0,400
"770",37154,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"771",37159,"Dauphin",3,3,4491,610,0,NA,NA,7.36229508196721,600,600,NA,0,0
"772",37161,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"773",37168,"Dauphin",2,3,1378,0,0,NA,NA,0,7000,3300,NA,38547,0
"774",37172,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"775",37178,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"776",37191,"Dauphin",2,3,0,800,0,"Ukrainian","Ukrainian",0,NA,200,NA,25000,0
"777",37195,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"778",37197,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"779",37220,"Dauphin",2,3,5155,NA,0,NA,"Scottish",NA,NA,1500,NA,0,350
"780",37223,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"781",37226,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"782",37227,"Dauphin",6,3,1988,800,0,"Ukrainian","Ukrainian",2.485,3000,0,NA,0,600
"783",37229,"Dauphin",2,3,5973,700,0,"Norwegian","English",8.53285714285714,4000,1200,NA,15241,353
"784",37232,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"785",37249,"Dauphin",1,3,1426,NA,0,NA,"Ukrainian",NA,8000,NA,3000,2000,0
"786",37253,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"787",37255,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"788",37267,"Dauphin",2,3,0,0,0,NA,NA,0,4000,1900,NA,7500,0
"789",37276,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"790",37278,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"791",37280,"Dauphin",1,3,3403,NA,0,NA,NA,NA,NA,0,NA,232,0
"792",37289,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"793",37290,"Dauphin",5,3,8863,540,0,"English",NA,16.412962962963,20000,3800,1000,800,1150
"794",37298,"Dauphin",3,3,0,840,0,"Polish","French",0,12000,800,NA,0,8000
"795",37301,"Dauphin",4,3,6207,800,0,"Canadian","Canadian",7.75875,5000,1700,NA,0,1400
"796",37311,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"797",37346,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"798",37349,"Dauphin",4,3,9728,850,0,"French","French",11.4447058823529,6000,1400,NA,0,3895
"799",37350,"Dauphin",4,3,6387,840,0,"Canadian","English",7.60357142857143,18000,700,NA,0,2800
"800",37367,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"801",37380,"Dauphin",4,3,5822,1000,0,"English","Ukrainian",5.822,NA,800,NA,5800,200
"802",37401,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"803",37407,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"804",37422,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"805",37426,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"806",37440,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"807",37453,"Dauphin",2,3,3814,1060,0,"Ukrainian","Ukrainian",3.59811320754717,NA,100,NA,100,600
"808",37457,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"809",37461,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"810",37474,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"811",37477,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"812",37483,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"813",37488,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"814",37520,"Dauphin",3,3,6489,NA,0,NA,"English",NA,8000,500,NA,NA,0
"815",37538,"Dauphin",6,3,10833,650,0,"Ukrainian","Ukrainian",16.6661538461538,16000,2150,NA,1000,300
"816",37561,"Dauphin",2,3,8392,800,0,"Canadian","Canadian",10.49,NA,500,NA,630,770
"817",37579,"Dauphin",4,3,9086,855,0,"German","Scottish",10.6269005847953,12000,1200,NA,13200,75
"818",37610,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"819",37623,"Dauphin",3,3,4116,NA,0,NA,"Ukrainian",NA,NA,0,NA,0,300
"820",37629,"Dauphin",2,3,4426,NA,0,NA,"Metis",NA,NA,0,NA,0,176
"821",37640,"Dauphin",2,3,2017,NA,0,NA,"Polish",NA,NA,0,NA,0,200
"822",37644,"Dauphin",6,3,5122,800,0,"Ukrainian","Ukrainian",6.4025,12000,1300,NA,12000,940
"823",37649,"Dauphin",3,3,6422,840,0,"Ukrainian","Ukrainian",7.6452380952381,26000,1800,NA,10600,200
"824",37651,"Dauphin",7,3,6022,880,0,"Ukrainian","Ukrainian",6.84318181818182,22000,700,NA,0,0
"825",37666,"Dauphin",3,3,6153,440,0,"Ukrainian",NA,13.9840909090909,25000,2200,NA,15200,5000
"826",37718,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"827",37720,"Dauphin",1,3,5727,NA,0,NA,"Polish",NA,9000,800,NA,4000,0
"828",37744,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"829",37746,"Dauphin",2,3,6902,800,0,"Canadian","Canadian",8.6275,NA,0,NA,0,0
"830",37755,"Dauphin",3,3,4479,520,0,"English","German",8.61346153846154,NA,0,NA,0,57
"831",37760,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"832",37761,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"833",37781,"Dauphin",2,3,319,NA,0,NA,"English",NA,NA,0,NA,30,0
"834",37792,"Dauphin",2,3,4344,210,0,NA,"English",20.6857142857143,12000,2150,NA,1072,1880
"835",37856,"Dauphin",1,3,10107,NA,0,"Ukrainian",NA,NA,9000,400,NA,800,40
"836",37885,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"837",37901,"Dauphin",3,3,7660,800,0,"Canadian","Canadian",9.575,12000,600,NA,1500,250
"838",37903,"Dauphin",3,3,280,400,0,NA,"Ukrainian",0.7,24000,300,NA,70000,0
"839",37914,"Dauphin",6,3,6603,750,0,"German","Ukrainian",8.804,10000,4750,NA,0,4000
"840",37920,"Dauphin",4,3,6399,800,0,"English","English",7.99875,NA,2000,NA,1000,400
"841",37923,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"842",37934,"Dauphin",1,3,NA,NA,0,NA,"Ukrainian",NA,6000,0,NA,0,0
"843",37936,"Dauphin",3,3,4071,440,0,"Ukrainian",NA,9.25227272727273,6000,50,NA,0,NA
"844",37973,"Dauphin",6,3,3163,400,0,"Canadian","Canadian",7.9075,17000,400,NA,700,0
"845",37981,"Dauphin",6,3,1675,550,0,"Canadian","Canadian",3.04545454545455,7500,500,NA,1000,0
"846",37984,"Dauphin",1,3,10745,NA,0,"Canadian",NA,NA,NA,4000,NA,286,6700
"847",37986,"Dauphin",3,3,7986,763,0,"Ukrainian","Polish",10.4665792922674,22000,1750,NA,2750,2000
"848",37988,"Dauphin",3,3,6799,940,0,"Ukrainian","Metis",7.23297872340426,NA,200,NA,0,0
"849",38018,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"850",38045,"Dauphin",3,3,7197,NA,0,NA,"Yugoslavian/Czech/Hungarian",NA,NA,400,NA,1000,600
"851",38049,"Dauphin",4,3,1423,740,0,"Canadian","Canadian",1.92297297297297,NA,2000,NA,7000,0
"852",38094,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"853",38114,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"854",38132,"Dauphin",3,3,13068,815,0,"Ukrainian","English",16.0343558282209,NA,2700,NA,400,2093
"855",38163,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"856",38164,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"857",38168,"Dauphin",3,3,9450,580,0,"Canadian","Canadian",16.2931034482759,NA,1200,NA,300,657
"858",38169,"Dauphin",1,-1,2456,NA,0,NA,NA,NA,8000,0,NA,0,0
"859",38324,"Dauphin",6,3,3654,605,0,"German","German",6.0396694214876,NA,1725,NA,0,1100
"860",38346,"Dauphin",2,3,5304,NA,0,"Canadian",NA,NA,16000,1200,NA,2000,0
"861",38352,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"862",38416,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"863",38437,"Dauphin",2,3,302,NA,0,NA,"Canadian",NA,NA,0,NA,0,0
"864",38439,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"865",38449,"Dauphin",1,3,0,NA,0,NA,"Scottish",NA,NA,0,NA,0,0
"866",38450,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"867",38452,"Dauphin",4,3,5558,NA,0,NA,"Ukrainian",NA,18000,700,NA,1500,0
"868",38461,"Dauphin",2,3,8464,530,0,"Canadian","Canadian",15.9698113207547,NA,0,NA,0,560
"869",38478,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"870",38486,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"871",38487,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"872",38488,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"873",38489,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"874",38494,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"875",38497,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"876",38498,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"877",38500,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"878",38504,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"879",38505,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"880",38509,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"881",38510,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"882",38511,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"883",38515,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"884",38527,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
